green_view_index,sky_visibility_index,building_dominance_index,road_hardscape_index,vehicle_presence_index,person_presence_index,water_visibility_index,street_enclosure_index,openness_index,visual_diversity_index,walkability_visual_index,view_quality_score,image_name,image_path,width_px,height_px,jalan,latitude,longitude,captured_at,compass_angle,sequence_id,metadata_source_file,nearest_node,straightness_pct,closeness_pct,betweenness_pct,degree_pct,node_composite_score,node_class,space_syntax_score,vga_visibility_score,vga_openness_score,local_built_coverage,key_view_candidate_score,road_width_m,avg_building_height_m,width_height_ratio,final_top_view_score
0.18890178915895062,0.3519145447530864,0.2115036651234568,0.15539484471450618,0.082021484375,0.0,0.0,0.2806333188657408,0.4085850815007716,0.7403197400731546,0.33768996551890434,0.2623773304650627,1141194646400336.jpg,F:\brickfields_named_streets_mapillary_strict\jalan_ang_seng_cluster\images\1141194646400336.jpg,3840,2160,Jalan Ang Seng,3.2133912204745,101.7196357313,1579502061090,89.995785544385,eti236iws05yghohpwlboi,direct_match|,665674059,0.8301260783012607,0.06104844061048441,0.8772395487723955,0.23059057730590576,0.5894713558947136,other,0.4912740544127405,1.0,1.0,0.0,0.821941236315998,6.5,,,0.8402951702654451
0.20262779706790124,0.3283890335648148,0.15451171875000003,0.14067744502314816,0.1693797019675926,0.0,0.0,0.24787121431327164,0.38917737268518515,0.6599299737162603,0.3191410469714506,0.24354876809640513,821292998770628.jpg,F:\brickfields_named_streets_mapillary_strict\jalan_ang_seng_cluster\images\821292998770628.jpg,3840,2160,Jalan Ang Seng,3.2120620103516,101.71821500864,1579501691090,269.9997757527,t39v48z4mxniwuli9vueze,direct_match|,665674059,0.8301260783012607,0.06104844061048441,0.8772395487723955,0.23059057730590576,0.5894713558947136,other,0.4912740544127405,1.0,1.0,0.0,0.8219456698807924,6.5,,,0.8206647174153191
0.2241875241126543,0.22325894579475308,0.2490400752314815,0.25417390046296295,0.04933304398148148,0.0,0.0,0.3591922863618827,0.2905152030285494,0.7416060740131051,0.32441376109182096,0.2238013899792806,318224813050835.jpg,F:\brickfields_named_streets_mapillary_strict\jalan_ang_seng_cluster\images\318224813050835.jpg,3840,2160,Jalan Ang Seng,3.2135934653756,101.72271029115,1579586155589,270.05102079269,vm84g9xhsvphok6c3yw8s8,direct_match|,665674059,0.8301260783012607,0.06104844061048441,0.8772395487723955,0.23059057730590576,0.5894713558947136,other,0.4912740544127405,1.0,1.0,0.0,0.8218892292748036,6.5,,,0.8033859907465839
0.41443154417438266,0.15928927951388888,0.19695011091820988,0.20574037905092593,0.011677155671296296,3.2552083333333335e-06,0.0,0.4013794246720679,0.2836187427662037,0.6309684809487813,0.38253858024691356,0.254580751019632,1686737604860611.jpg,F:\brickfields_named_streets_mapillary_strict\jalan_berhala\images\1686737604860611.jpg,3840,2160,Jalan Berhala,3.1286540924568,101.6857311472,1579393354589,228.61860127293,0vl5gm5i140q0tmgga2q1g,direct_match|,13592889653,0.6688785666887856,0.7770404777704047,0.6337093563370936,0.5291970802919708,0.6932094669320946,other,0.6645985401459854,0.8079552688657607,0.53125,0.22843173181983367,0.7033350281217206,9.75,,,0.7810324831966629
0.4201422646604938,0.08101574556327161,0.1525825858410494,0.3218341290509259,0.020248722029320987,0.0002507716049382716,0.0,0.3623854648919753,0.20705842496141974,0.54216390910644,0.3633041389371142,0.20987754113062654,772051373450724.jpg,F:\brickfields_named_streets_mapillary_strict\jalan_berhala\images\772051373450724.jpg,3840,2160,Jalan Berhala,3.1285142457982,101.68554966015,1579222452090,227.64274495105,tb122gip1x6f8ubr595dwa,direct_match|,478542020,0.7903118779031187,0.7783676177836761,0.8759124087591241,0.5291970802919708,0.8148639681486397,minor,0.7559057730590577,0.8446827773288201,0.625,0.16800273265646842,0.7601106536475837,6.5,,,0.7497190740508366
0.057676082658179015,0.385468147183642,0.07213571807484567,0.2066287495177469,0.2777220775462963,0.00021399980709876543,0.0,0.10097375940393519,0.4027709719810957,0.6235877757107402,0.2610520501784337,0.20255153392991349,952982905542690.jpg,F:\brickfields_named_streets_mapillary_strict\jalan_berhala\images\952982905542690.jpg,5760,2880,Jalan Berhala,3.1997259211747,101.66610787454,1626189385000,98.006296333972,HzUX0RiIOf7B9yv2uLo85C,direct_match|,10802133310,0.6111479761114798,0.10218978102189781,0.11280690112806901,0.10053085600530856,0.27538155275381554,other,0.23175182481751824,1.0,1.0,0.0,0.722217253870607,5.0,,,0.6849916097309248
0.3321384307484568,0.07576376832561728,0.2278416763117284,0.3344649402006173,0.02717821662808642,0.0004294463734567901,0.0,0.39391089168595683,0.17540529755015433,0.6950613082233562,0.32983963879243827,0.1980300903307256,216354356665885.jpg,F:\brickfields_named_streets_mapillary_strict\jalan_chan_ah_tong\images\216354356665885.jpg,3840,2160,Jalan Chan Ah Tong,3.1284119188686,101.68543944606,1579222454090,228.93794157279,tb122gip1x6f8ubr595dwa,direct_match|,13592889621,0.7863304578633046,0.7597876575978766,0.8905109489051095,0.8978102189781022,0.8122096881220969,minor,0.8267086927670869,0.8013594219297684,0.65625,0.1589887503453502,0.7699602729733095,6.5,,,0.691297433699232
0.4069475790895062,0.05422803337191358,0.2400593171296296,0.27629026813271607,0.020563633294753084,0.0,0.0,0.4369261188271605,0.17631230709876544,0.5565831482843867,0.3518759343653549,0.19753206329204073,180550900602952.jpg,F:\brickfields_named_streets_mapillary_strict\jalan_chan_ah_tong\images\180550900602952.jpg,3840,2160,Jalan Chan Ah Tong,3.1285663172636,101.68560399122,1579222451090,227.6508296768,tb122gip1x6f8ubr595dwa,direct_match|,4608979770,0.7504976775049768,0.7836761778367618,0.8779031187790312,0.5291970802919708,0.8040256580402566,minor,0.7480424684804247,0.8395329620425871,0.5625,0.1924485444271684,0.7488000631948684,6.5,,,0.6740320694784141
0.17787816666666667,0.11621825,0.2759466666666667,0.23844850000000004,0.16204325,0.0,0.0,0.35438054166666666,0.1695817,0.7321470634120086,0.25890327083333337,0.16209357684513465,1734268330688432.jpg,F:\brickfields_named_streets_mapillary_strict\jalan_chan_ah_tong\images\1734268330688432.jpg,4000,3000,Jalan Chan Ah Tong,3.1298622,101.6844072,1737944978414,71.0,9Zx3AL8mjzW1TqpJXHioGw,direct_match|,4608983681,0.9615129396151294,0.9163901791639018,0.980092899800929,0.8978102189781022,0.9526653395266532,major,0.9398805573988056,0.9175283264448616,0.78125,0.13037688050323554,0.8988598308786585,3.25,,,0.6353202425226626
0.22737196180555558,0.19858555169753087,0.31305760513117287,0.15337131076388888,0.10671923225308642,0.0,0.0,0.42219961660879635,0.26679714023919754,0.6796920606715332,0.3078827281057099,0.20639602601816825,140730718038253.jpg,F:\brickfields_named_streets_mapillary_strict\jalan_rozario\images\140730718038253.jpg,3840,2160,Jalan Rozario,3.1291211440279,101.68623336113,1579393344089,228.9085721589,0vl5gm5i140q0tmgga2q1g,direct_match|,5735922059,0.7106834771068348,0.8387524883875249,0.9104180491041804,0.5291970802919708,0.8199513381995134,minor,0.7627405441274054,0.6942304580796392,0.375,0.2636103176572794,0.6712057545347629,9.75,,,0.6952800389668413
