centre_node,centre_x,centre_y,major_nodes,minor_nodes,reachable_5min_targets,reachable_10min_targets,five_min_flat_equivalent_m,ten_min_flat_equivalent_m,base_walk_speed_mps
4608981716,798362.2455289939,346320.54817962507,112,167,1,5,348.0,696.0,1.16
